Year,Gender,State,Name,Count
1928,F,IA,Mary,1100
2001,F,IN,Madison,640
1958,M,PA,John,6010
2009,F,TN,Emma,460
1932,F,WY,Mary,100
2001,F,IL,Emily,1171
2009,F,TX,Isabella,2090
1925,F,CO,Mary,533
1942,F,CT,Patricia,820
1962,M,IN,David,2264
1962,M,IL,Michael,5338
1945,M,IL,Robert,4121
1938,M,VT,Robert,232
1932,F,WI,Mary,1118
1955,M,VT,David,262
1942,F,CO,Mary,500
1945,M,IN,James,1889
1925,F,CT,Mary,729
1955,M,WA,David,1541
1962,M,ID,David,271
1932,F,WA,Barbara,404
1915,F,VT,Mary,120
1922,F,IA,Mary,1144
1938,M,VA,James,1810
1932,F,VT,Mary,127
1915,F,WI,Dorothy,844
1955,M,WI,David,2400
1925,F,CA,Mary,1890
1942,F,CA,Linda,2461
1922,F,ID,Mary,223
1915,F,WA,Mary,368
1922,F,IN,Mary,2376
1922,F,IL,Mary,3519
1915,F,WY,Mary,57
1938,M,UT,Robert,273
1955,M,UT,David,558
1962,M,HI,Michael,288
1935,F,RI,Barbara,237
1955,M,VA,James,2132
1932,F,VA,Mary,1580
2001,F,WI,Emily,542
1918,F,OR,Dorothy,235
1915,F,WV,Mary,1054
1925,F,AZ,Mary,293
1962,M,IA,David,1292
1942,F,DE,Mary,123
1958,M,RI,Michael,603
1932,F,UT,Mary,164
1942,F,DC,Mary,515
2001,F,WV,Madison,233
1938,M,TX,James,2775
1918,F,PA,Mary,8184
2001,F,WY,Madison,37
1922,F,KS,Mary,979
1915,F,TX,Mary,2051
1955,M,TX,David,4634
1962,M,KS,David,928
1942,F,AR,Mary,1208
1918,F,NV,Mary,31
1918,F,NY,Mary,5526
1942,F,AL,Mary,2351
1942,F,AK,Mary,43
1945,M,KS,Robert,742
1922,F,KY,Mary,2442
1915,F,TN,Mary,1515
1918,F,NM,Mary,319
1922,F,LA,Mary,1269
1935,F,SD,Shirley,317
1935,F,SC,Mary,1463
1945,M,KY,James,2126
1962,M,LA,Michael,1493
1958,M,SD,David,320
1918,F,OH,Mary,4202
1958,M,SC,James,1571
1918,F,OK,Mary,1036
2001,F,WA,Emily,507
1945,M,LA,James,1286
1932,F,TX,Mary,3181
1938,M,WY,Robert,146
2001,F,VT,Emily,52
1962,M,KY,James,1728
1932,F,TN,Mary,2023
1918,F,MS,Mary,1348
1918,F,MT,Mary,342
1938,M,WV,James,1309
1938,M,WI,Robert,1590
1922,F,MA,Mary,2847
1918,F,MO,Mary,1950
1918,F,MN,Dorothy,829
1915,F,UT,Mary,183
1918,F,ND,Helen,228
1918,F,NC,Mary,2344
1938,M,WA,Robert,677
1918,F,NE,Mary,486
1918,F,NH,Mary,158
2001,F,VA,Emily,621
1945,M,MA,Robert,2888
1918,F,NJ,Mary,1990
1925,F,DC,Mary,346
1925,F,DE,Mary,101
1945,M,MD,John,1202
2001,F,UT,Emily,308
1942,F,AZ,Mary,353
1945,M,ME,Robert,426
1955,M,TN,James,2406
1915,F,VA,Mary,1576
1945,M,MI,Robert,3110
1958,M,TN,James,2054
1958,M,TX,David,4621
1922,F,MS,Mary,1719
1945,M,MN,James,1375
1922,F,MT,Mary,281
1932,F,SC,Mary,1565
1945,M,MO,James,1913
1932,F,SD,Mary,274
2001,F,TN,Hannah,691
1945,M,MS,James,1904
1945,M,MT,James,271
1922,F,NC,Mary,2852
1918,F,TX,Mary,2589
1925,F,GA,Mary,2558
1922,F,ME,Mary,296
1922,F,MD,Mary,1189
1955,M,SD,David,402
1922,F,MI,Mary,1772
1955,M,SC,James,1856
1935,F,TN,Mary,1952
1945,M,NC,James,3363
1945,M,ND,James,328
1922,F,MN,Dorothy,937
1945,M,NE,Robert,624
1932,F,RI,Barbara,229
1958,M,UT,David,535
1935,F,TX,Mary,3180
1945,M,NH,Robert,270
2001,F,TX,Emily,2048
1922,F,MO,Mary,2107
1945,M,NJ,Robert,2709
1922,F,NV,Mary,30
1945,M,NM,Robert,245
1935,F,VA,Mary,1464
1962,M,DE,John,268
1922,F,NY,Mary,5303
1962,M,DC,Michael,764
2001,F,SC,Madison,366
1945,M,NV,Robert,85
1945,M,NY,Robert,7604
1958,M,VA,James,2060
2001,F,SD,Madison,68
1935,F,UT,Mary,160
1922,F,ND,Dorothy,231
1922,F,NE,Dorothy,558
1922,F,NJ,Mary,1801
1918,F,TN,Mary,1909
1922,F,NH,Mary,171
1922,F,NM,Mary,377
1945,M,OH,James,3975
1958,M,VT,Michael,231
1925,F,FL,Mary,972
1955,M,RI,Robert,643
1945,M,OK,James,1017
2001,F,RI,Emily,105
1945,M,OR,John,563
1935,F,WA,Shirley,451
1922,F,PA,Mary,7303
1952,M,VT,Michael,226
1935,F,WI,Mary,1115
1962,M,GA,James,1991
1958,M,WA,David,1350
1952,M,WI,Michael,2306
1922,F,OH,Mary,4384
1935,F,VT,Shirley,133
1925,F,ID,Betty,219
1945,M,PA,John,5770
1922,F,OK,Mary,1358
1958,M,WI,Michael,2321
1952,M,WA,Michael,1463
1918,F,SC,Mary,1412
1958,M,WV,David,1043
1925,F,IL,Mary,3498
1925,F,IN,Mary,2220
1918,F,SD,Mary,229
1922,F,OR,Mary,271
1952,M,WY,John,185
1955,M,OR,David,899
1962,M,FL,James,2173
1932,F,PA,Mary,4536
1958,M,WY,David,150
1952,M,WV,James,1314
1925,F,IA,Mary,1123
1935,F,WV,Mary,1149
1955,M,PA,John,6517
1918,F,RI,Mary,458
1932,F,OR,Barbara,224
1925,F,HI,Mary,100
1932,F,OH,Mary,3090
1935,F,WY,Shirley,100
1932,F,OK,Betty,1245
1928,F,VA,Mary,1698
1952,M,TX,James,4560
1925,F,KY,Mary,2341
1915,F,NV,Mary,27
1942,F,KY,Mary,1747
1922,F,AK,Mary,29
1922,F,AL,Mary,2384
1915,F,NJ,Mary,1923
1952,M,TN,James,2505
1922,F,AR,Mary,1283
1915,F,NH,Mary,186
1942,F,KS,Mary,688
1932,F,NV,Mary,23
1928,F,UT,Mary,179
1925,F,LA,Mary,1304
1932,F,NY,Joan,4260
1915,F,NM,Mary,202
1962,M,RI,Michael,594
1932,F,NM,Mary,402
1915,F,OH,Mary,3653
1932,F,NC,Mary,2674
1932,F,ND,Mary,200
1945,M,RI,Robert,491
1932,F,NE,Mary,514
1915,F,NY,Mary,5342
1932,F,NH,Barbara,150
1935,F,HI,Shirley,147
1925,F,KS,Betty,986
1932,F,NJ,Joan,1559
2009,F,FL,Isabella,1711
1928,F,WA,Betty,446
1915,F,OR,Mary,248
1915,F,OK,Mary,763
1932,F,MS,Mary,1568
1932,F,MT,Mary,192
1918,F,WV,Mary,1220
1918,F,WY,Mary,106
1952,M,UT,David,517
1928,F,VT,Mary,123
1922,F,AZ,Mary,252
1945,M,SC,James,1934
1945,M,SD,James,283
1935,F,ID,Shirley,209
1932,F,MN,Mary,980
1932,F,MO,Mary,1972
1935,F,IA,Shirley,1098
1952,M,VA,James,2340
1928,F,WI,Mary,1130
1935,F,IN,Shirley,1413
1932,F,MD,Mary,995
1932,F,ME,Barbara,261
1935,F,IL,Mary,2570
1915,F,PA,Mary,7970
1942,F,LA,Mary,1623
1932,F,MI,Mary,2002
1922,F,CO,Mary,612
1918,F,WA,Mary,479
1932,F,MA,Mary,1727
1918,F,VT,Mary,139
1922,F,CT,Mary,836
1925,F,ND,Dorothy,217
1925,F,NC,Mary,2915
1942,F,IN,Mary,1547
1925,F,NE,Betty,599
1942,F,IL,Mary,3205
1915,F,MA,Mary,2794
1928,F,TN,Mary,2115
1925,F,MI,Mary,1932
2009,F,GA,Madison,650
1915,F,ME,Mary,237
1915,F,MD,Mary,963
1942,F,ID,Sharon,206
1932,F,LA,Mary,1312
1925,F,MO,Mary,2154
1925,F,MN,Mary,805
1922,F,CA,Mary,1732
1942,F,IA,Mary,1192
1925,F,MS,Mary,1778
1945,M,TN,James,2593
1918,F,WI,Dorothy,966
1952,M,SC,James,2001
1925,F,MT,Mary,213
1952,M,SD,David,393
1932,F,KY,Mary,1950
1935,F,KY,Mary,1811
1915,F,MO,Mary,1562
1915,F,MS,Mary,1141
1945,M,TX,James,3580
1935,F,KS,Shirley,896
1915,F,MT,Helen,255
1928,F,TX,Mary,3422
1918,F,VA,Mary,1918
1915,F,MI,Mary,1447
1935,F,LA,Mary,1213
1925,F,MA,Mary,2505
1932,F,KS,Mary,792
1918,F,UT,Mary,206
1915,F,MN,Helen,787
1925,F,ME,Mary,286
1925,F,MD,Mary,1181
1915,F,NC,Mary,1946
1915,F,ND,Helen,219
1962,M,SD,David,296
1915,F,NE,Helen,431
1922,F,DE,Mary,162
1962,M,SC,James,1374
1922,F,DC,Mary,347
2009,F,HI,Isabella,81
1962,M,MT,David,295
1945,M,UT,Robert,301
1962,M,MS,James,1310
2009,F,AK,Isabella,57
1962,M,MN,David,1858
2009,F,AL,Emma,336
1962,M,MO,David,1944
1935,F,MD,Mary,882
1925,F,PA,Mary,6565
1935,F,MA,Mary,1424
2009,F,AR,Emma,187
1962,M,MI,David,4038
1945,M,VA,James,2154
1962,M,NE,Michael,766
1925,F,OH,Mary,3812
1962,M,NC,James,2361
1925,F,OK,Mary,1452
1962,M,ND,David,258
1942,F,GA,Mary,2314
1925,F,OR,Betty,345
1915,F,SC,Mary,1098
1915,F,SD,Mary,177
1945,M,VT,Robert,176
1922,F,FL,Mary,706
1925,F,NY,Mary,4916
1932,F,IN,Mary,1616
1935,F,NE,Shirley,613
1935,F,ND,Shirley,239
1935,F,NC,Mary,2410
1945,M,WA,Robert,1073
1962,M,MD,John,1549
1925,F,NH,Mary,154
1962,M,ME,David,545
1942,F,HI,Patricia,117
1925,F,NJ,Mary,1617
1935,F,MI,Shirley,2013
1945,M,WI,James,1871
2009,F,AZ,Isabella,540
1962,M,MA,John,3462
1952,M,RI,Robert,620
1932,F,IL,Mary,2903
1935,F,ME,Shirley,259
1925,F,NM,Mary,392
1935,F,MT,Shirley,237
1935,F,MS,Mary,1504
1932,F,IA,Mary,1077
1935,F,MO,Shirley,1763
1932,F,ID,Mary,145
1935,F,MN,Mary,981
1925,F,NV,Mary,36
1945,M,WV,James,1266
1935,F,NY,Mary,3766
1962,M,OR,David,733
1945,M,WY,Robert,128
2009,F,CO,Isabella,349
1952,M,NV,John,102
1935,F,NV,Mary,29
1952,M,NH,David,312
1928,F,WY,Betty,114
1952,M,NJ,Robert,3468
1928,F,WV,Mary,1412
2009,F,CT,Isabella,275
1952,M,NM,Robert,478
1962,M,OK,David,950
1962,M,OH,David,4919
1925,F,RI,Mary,382
1935,F,NM,Mary,475
1935,F,NJ,Joan,1243
1932,F,HI,Mary,102
1935,F,NH,Shirley,150
1922,F,GA,Mary,2614
1962,M,PA,John,5692
1952,M,OH,James,5070
2009,F,CA,Isabella,3158
1952,M,NY,Robert,9208
1962,M,NV,Michael,165
1952,M,OR,David,926
1955,M,WY,David,194
1955,M,WV,David,1141
1962,M,NM,David,498
1952,M,OK,James,1042
1942,F,FL,Mary,1066
1962,M,NJ,John,3397
1935,F,PA,Mary,3929
1962,M,NH,David,355
1935,F,OK,Shirley,1158
1935,F,OH,Mary,2753
1915,F,RI,Mary,415
1922,F,HI,Mary,101
2009,F,DC,Sophia,43
1962,M,NY,Michael,8862
1935,F,OR,Shirley,297
2009,F,DE,Isabella,70
1932,F,GA,Mary,2212
1952,M,PA,John,7088
2004,F,AZ,Emily,445
1990,F,DE,Jessica,156
2013,F,FL,Isabella,1459
1940,M,NC,James,3063
1940,M,ND,Robert,242
1990,F,DC,Ashley,158
1915,F,FL,Mary,482
1940,M,NE,Robert,517
2004,F,AR,Madison,281
1990,F,CT,Jessica,564
1940,M,MN,Robert,1313
1940,M,MO,James,1684
1965,M,TN,James,1889
1981,M,KS,Michael,619
1940,M,MS,James,1781
1940,M,MT,Robert,279
1974,M,WY,Jason,127
1981,M,LA,Michael,1138
1972,M,FL,Michael,2363
1940,M,MI,Robert,2946
1974,M,WV,Michael,645
1981,M,KY,Joshua,1065
1940,M,MA,Robert,2639
1990,F,CA,Jessica,6631
1965,M,TX,David,3442
1940,M,MD,William,870
1974,M,WI,Jason,1625
2004,F,CA,Emily,3416
1940,M,ME,Robert,442
1915,F,GA,Mary,1683
1990,F,CO,Jessica,573
1983,F,PA,Jennifer,2572
2006,F,SD,Emma,64
2006,F,SC,Madison,390
1974,M,WA,Jason,1092
2004,F,CO,Emma,336
1972,M,GA,Michael,1852
2006,F,RI,Isabella,100
1981,M,MA,Michael,2166
1974,M,VT,Jason,161
1981,M,ID,Joshua,290
1981,M,IA,Matthew,823
1940,M,LA,James,1164
2004,F,DC,Sophia,53
1938,M,HI,Robert,201
2004,F,CT,Emily,309
2013,F,HI,Olivia,64
1981,M,IN,Michael,1549
1981,M,IL,Michael,3523
1983,F,SD,Jennifer,175
1915,F,DE,Mary,141
1940,M,KY,James,2238
1915,F,DC,Mary,195
1974,M,VA,Michael,1502
1990,F,AR,Jessica,453
1965,M,RI,Michael,497
1940,M,KS,Larry,714
1990,F,AZ,Jessica,745
2004,F,DE,Madison,68
1974,M,UT,Michael,526
1972,M,HI,Michael,236
1938,M,GA,James,2250
1990,F,AK,Jessica,112
1990,F,AL,Ashley,824
1983,F,RI,Jennifer,227
1983,F,SC,Ashley,720
1972,M,IA,Jason,849
1974,M,TX,Michael,3908
2013,F,GA,Emma,572
1972,M,ID,Jason,250
1965,M,SD,Michael,249
1972,M,IN,Michael,1943
1965,M,SC,James,1304
1938,M,FL,James,1016
1974,M,TN,Michael,1404
1972,M,IL,Michael,4054
1981,M,GA,Michael,1431
1983,F,UT,Jennifer,522
2006,F,WY,Emily,39
1933,M,WI,Robert,1446
1940,M,RI,Robert,430
1910,F,WV,Mary,380
1965,M,OR,Michael,697
1965,M,OK,Michael,767
1910,F,WY,Mary,27
1933,M,VT,Robert,199
2006,F,WI,Ava,434
1972,M,AZ,Michael,799
1983,F,VA,Jennifer,1212
1938,M,IL,Robert,3965
1965,M,PA,Michael,5282
1938,M,IN,Robert,1669
1933,M,WA,Robert,576
2006,F,WV,Madison,182
2004,F,FL,Emily,1365
1972,M,CO,Michael,826
1938,M,ID,Robert,253
2004,F,GA,Emily,790
1915,F,KS,Mary,671
1983,F,TN,Ashley,1061
1974,M,SC,James,927
1974,M,SD,Jason,249
2006,F,WA,Emma,422
2013,F,IN,Sophia,447
1972,M,CT,Michael,965
1981,M,HI,Michael,212
2013,F,IL,Olivia,888
1938,M,IA,Robert,1127
2013,F,IA,Emma,202
1915,F,LA,Mary,817
1972,M,CA,Michael,6344
1933,M,UT,Robert,215
2013,F,ID,Emma,134
1915,F,KY,Mary,1807
1933,M,VA,James,1688
1983,F,TX,Jennifer,4342
2006,F,VT,Emma,58
1940,M,PA,Robert,5353
1983,F,WV,Jessica,508
1974,M,RI,Michael,333
1965,M,MT,Michael,239
1965,M,MS,James,1160
1965,M,MN,Michael,1654
1910,F,UT,Mary,57
1938,M,LA,James,1069
2006,F,VA,Madison,547
1965,M,MO,Michael,1710
1915,F,HI,Mary,92
1965,M,MI,Michael,3849
1983,F,WI,Jennifer,1174
1940,M,OR,Robert,439
1972,M,DC,Michael,482
1965,M,NH,Michael,344
1915,F,IA,Mary,867
1965,M,NC,James,2164
1910,F,VA,Mary,848
1938,M,KY,James,2171
1965,M,NE,Michael,620
1965,M,ND,Michael,224
2004,F,HI,Emma,61
1940,M,OH,Robert,3442
2013,F,KY,Emma,345
1940,M,OK,James,1092
2013,F,LA,Ava,280
1972,M,DE,Michael,192
1983,F,WY,Jessica,138
2006,F,UT,Emma,312
1938,M,KS,Robert,667
2004,F,IA,Emma,355
1915,F,IN,Mary,1977
2013,F,KS,Emma,217
1965,M,NV,Michael,201
2006,F,TX,Emily,2117
1983,F,VT,Jessica,143
2004,F,ID,Emma,140
1965,M,NY,Michael,8678
1915,F,IL,Mary,3043
1940,M,NY,Robert,6282
1915,F,ID,Mary,149
1910,F,VT,Mary,45
1965,M,NJ,Michael,3270
1965,M,NM,Michael,412
1965,M,OH,Michael,4294
1933,M,WV,James,1091
1983,F,WA,Jennifer,1041
1933,M,WY,Robert,101
1981,M,FL,Michael,2646
1940,M,NV,Robert,49
1910,F,WA,Helen,156
1940,M,NH,Robert,306
2004,F,IL,Emily,1083
1940,M,NJ,Robert,2168
2006,F,TN,Madison,567
2004,F,IN,Emma,673
1940,M,NM,Joe,215
1910,F,WI,Mary,260
1965,M,KS,Michael,743
1938,M,NH,Robert,294
1938,M,NJ,Robert,2185
1933,M,SC,James,1650
1938,M,NM,Joe,197
1933,M,SD,Robert,296
2006,F,KS,Emma,232
2002,M,DC,Michael,113
1938,M,NC,James,2886
1945,M,AK,Robert,40
1938,M,NE,Robert,585
1945,M,AL,James,2490
1938,M,ND,Robert,280
2002,M,DE,Matthew,100
2006,F,KY,Madison,418
1999,M,UT,Jacob,453
1945,M,AR,James,1430
1965,M,LA,Michael,1266
1938,M,MO,James,1529
1945,M,AZ,Robert,315
1938,M,MT,Robert,296
1938,M,MS,James,1720
1999,M,VA,Jacob,910
1965,M,KY,James,1586
1981,M,TN,Michael,1237
1938,M,MI,Robert,3087
1938,M,MN,Robert,1273
1999,M,WI,Jacob,854
1981,M,TX,Michael,4287
2002,M,CA,Daniel,4130
1933,M,RI,Robert,387
1938,M,MA,Robert,2748
1938,M,MD,Robert,865
1938,M,ME,Robert,460
1940,M,DE,William,142
2004,F,KS,Emma,262
1965,M,ME,Michael,459
1999,M,VT,Jacob,74
2002,M,CO,Jacob,494
1965,M,MA,Michael,3180
1965,M,MD,Michael,1564
2004,F,KY,Madison,380
1940,M,DC,John,472
1999,M,WA,Jacob,733
2002,M,CT,Michael,476
1945,M,CA,Robert,4973
1940,M,CT,Robert,948
2006,F,IN,Emma,570
2006,F,IL,Emily,908
1965,M,IN,Michael,2029
1965,M,IL,Michael,4975
1940,M,CO,Robert,561
2004,F,LA,Madison,431
1945,M,CO,Robert,584
1999,M,TN,Jacob,969
2002,M,FL,Michael,1612
1945,M,CT,Robert,1163
2006,F,IA,Emma,316
1938,M,PA,Robert,5561
1933,M,TX,James,2526
1938,M,OR,Robert,407
2006,F,ID,Emma,151
1940,M,CA,Robert,3123
1945,M,DC,John,707
2004,F,ME,Emma,145
1945,M,DE,Robert,201
1938,M,OK,James,1051
2004,F,MI,Emma,877
1972,M,AK,Michael,146
1972,M,AL,Michael,1223
1981,M,RI,Michael,373
1972,M,AR,Michael,708
2004,F,MA,Emily,579
1933,M,TN,James,2171
2004,F,MD,Madison,431
1938,M,OH,Robert,3809
1938,M,NY,Robert,6475
1999,M,TX,Jose,2939
1940,M,AZ,Robert,242
2004,F,MN,Emma,562
2004,F,MO,Emma,573
2006,F,HI,Isabella,58
1981,M,SC,James,764
1981,M,SD,Joshua,203
2004,F,MT,Madison,85
2004,F,MS,Madison,262
1938,M,NV,John,51
1981,M,OK,Michael,822
2006,F,OR,Emma,253
2004,F,NH,Emma,151
2004,F,NJ,Emily,780
1981,M,OH,Michael,3610
2004,F,NM,Alyssa,112
1981,M,OR,Michael,688
2004,F,NC,Emma,725
1933,M,OH,Robert,3090
2006,F,PA,Ava,872
1938,M,RI,Robert,493
2004,F,NE,Emma,169
2004,F,ND,Madison,77
1933,M,OK,James,1039
2013,F,AZ,Sophia,604
2004,F,NV,Ashley,156
1940,M,IL,Robert,3840
1933,M,NM,Joe,199
2004,F,NY,Emily,1590
1940,M,IN,James,1724
2006,F,OH,Emma,909
2013,F,AR,Emma,214
2006,F,OK,Emma,283
1940,M,ID,Robert,241
1933,M,NV,John,32
1981,M,PA,Michael,4030
1933,M,NY,John,5712
2004,F,OH,Emma,1055
2006,F,NV,Emily,186
2004,F,OK,Madison,330
2013,F,AL,Emma,329
2013,F,AK,Emma,57
1940,M,IA,Robert,1095
1945,M,FL,James,1603
1965,M,HI,Michael,243
1933,M,NC,James,2613
1933,M,ND,Robert,303
1933,M,NE,Robert,627
2006,F,NY,Emily,1318
1933,M,NH,Robert,298
1915,F,CA,Mary,998
1933,M,NJ,John,1903
1940,M,HI,Robert,169
2006,F,NC,Madison,670
1965,M,IA,Michael,1127
1965,M,ID,Michael,227
1933,M,MN,Robert,1128
1933,M,MO,Robert,1626
2006,F,NE,Emma,165
2006,F,ND,Ava,63
1915,F,CO,Mary,387
1933,M,MS,James,1511
2006,F,NJ,Isabella,652
1933,M,MT,Robert,228
2004,F,OR,Emily,297
2006,F,NH,Emma,126
1945,M,GA,James,2566
1915,F,CT,Mary,989
2006,F,NM,Isabella,125
1981,M,MI,Michael,2925
1938,M,TN,James,2411
2006,F,MO,Emma,495
1981,M,ME,Matthew,305
2006,F,MT,Emma,63
2002,M,AZ,Jacob,642
1981,M,MD,Michael,1209
2006,F,MS,Madison,284
2013,F,DE,Ava,58
2004,F,PA,Emily,1023
2013,F,DC,Charlotte,53
1981,M,MO,Michael,1480
1981,M,MN,Michael,1374
2006,F,MA,Ava,557
1999,M,WV,Jacob,312
2006,F,ME,Emma,111
2006,F,MD,Madison,375
1981,M,MS,James,705
1999,M,WY,Michael,52
1981,M,MT,Michael,212
2013,F,CT,Olivia,235
1940,M,GA,James,2412
2006,F,MI,Ava,762
1981,M,NC,Michael,1430
2006,F,MN,Ava,484
1981,M,NJ,Michael,2570
1981,M,NH,Michael,276
1945,M,HI,Robert,195
1933,M,PA,John,5027
2013,F,CO,Olivia,317
1981,M,ND,Michael,214
1965,M,FL,Michael,2111
1981,M,NE,Matthew,456
2013,F,CA,Sophia,3451
1981,M,NM,Michael,381
2006,F,LA,Madison,401
1965,M,GA,James,1992
1981,M,NY,Michael,5987
1981,M,NV,Michael,255
2002,M,AL,William,619
1915,F,AZ,Mary,158
1940,M,FL,James,1145
2002,M,AK,Jacob,75
1933,M,OR,Robert,355
1938,M,SD,Robert,267
1938,M,SC,James,1659
1915,F,AK,Mary,23
1945,M,IA,James,995
1915,F,AL,Mary,1552
1915,F,AR,Mary,837
1945,M,ID,Robert,206
2002,M,AR,Jacob,327
1976,F,NH,Jennifer,299
1976,F,NJ,Jennifer,1765
1990,F,TX,Ashley,3422
1976,F,ND,Jennifer,206
1976,F,NC,Jennifer,1419
1976,F,NE,Jennifer,513
2013,F,WA,Emma,446
2013,F,VT,Olivia,34
1965,M,CA,Michael,7838
1976,F,NM,Jennifer,283
1910,F,KS,Mary,251
1967,M,TX,Michael,3653
1976,F,NY,Jennifer,4254
1983,F,AK,Jennifer,155
1983,F,AL,Jennifer,897
1976,F,NV,Jennifer,204
1965,M,CT,Michael,1479
1990,F,TN,Jessica,1104
1910,F,KY,Mary,793
1965,M,CO,Michael,822
1974,M,GA,Michael,1721
1910,F,LA,Mary,586
1976,F,MI,Jennifer,2796
1976,F,ME,Jennifer,322
2013,F,VA,Emma,543
1976,F,MD,Jennifer,893
1965,M,DE,John,245
1976,F,MO,Jennifer,1445
1976,F,MN,Jennifer,1273
2013,F,UT,Olivia,265
2011,F,FL,Isabella,1566
1967,M,TN,James,1721
1965,M,DC,Michael,645
1990,F,SD,Ashley,110
1974,M,FL,Michael,2299
1976,F,MS,Jennifer,611
1976,F,MT,Jennifer,241
1990,F,SC,Brittany,885
1910,F,MA,Mary,989
1983,F,CA,Jennifer,5827
1910,F,IA,Helen,249
1965,M,AL,James,1646
1965,M,AK,John,150
2011,F,CA,Sophia,3562
1967,M,WI,Michael,1928
1910,F,ID,Mary,53
1976,F,LA,Jennifer,874
1910,F,IL,Mary,1076
1965,M,AZ,Michael,600
1910,F,IN,Mary,619
1983,F,CO,Jennifer,831
1967,M,VT,Michael,172
1965,M,AR,James,816
1976,F,MA,Jennifer,1551
1967,M,WA,Michael,1262
1990,F,RI,Ashley,192
2011,F,DC,Sophia,50
1983,F,AZ,Jennifer,724
2011,F,DE,Sophia,70
2013,F,WV,Emma,151
1983,F,AR,Jennifer,469
2013,F,WY,Sophia,42
2011,F,CO,Olivia,318
2011,F,CT,Sophia,256
1976,F,KS,Jennifer,689
1967,M,UT,Michael,515
1974,M,DE,Michael,178
1967,M,VA,Michael,1791
1974,M,DC,Michael,373
1976,F,KY,Jennifer,1051
2013,F,WI,Emma,378
1969,F,WI,Lisa,1179
1910,F,GA,Mary,841
1976,F,RI,Jennifer,298
1974,M,CT,Michael,849
1974,M,CO,Michael,793
1969,F,WA,Michelle,712
2011,F,AL,Emma,282
2011,F,AK,Olivia,60
1990,F,PA,Ashley,1988
1969,F,VT,Lisa,113
1976,F,SD,Jennifer,220
1974,M,CA,Michael,6060
1976,F,SC,Jennifer,671
1983,F,DC,Jennifer,179
1990,F,OR,Jessica,493
1983,F,CT,Jennifer,677
1910,F,HI,Mary,47
1967,M,WY,Michael,125
2011,F,AR,Emma,185
1969,F,WY,Michelle,61
1967,M,WV,James,716
1990,F,OH,Ashley,2317
1990,F,OK,Jessica,596
1969,F,WV,Lisa,458
2011,F,AZ,Sophia,558
1983,F,DE,Jennifer,128
1974,M,AZ,Michael,807
1983,F,GA,Jennifer,1331
1990,F,NM,Jessica,276
1974,M,AR,Michael,720
1990,F,NY,Jessica,2909
1974,M,AK,Michael,151
1974,M,AL,Christopher,1183
1990,F,NV,Ashley,262
1990,F,NH,Jessica,209
1990,F,NJ,Jessica,1330
1990,F,NC,Brittany,1696
1990,F,ND,Ashley,136
1990,F,NE,Ashley,295
1990,F,MN,Ashley,882
1990,F,MO,Ashley,1040
1976,F,OH,Jennifer,3235
1976,F,OK,Jennifer,780
1976,F,OR,Jennifer,720
1990,F,MS,Brittany,519
1990,F,MT,Jessica,120
1910,F,FL,Mary,239
1990,F,MA,Jessica,1049
1983,F,FL,Jennifer,2317
1976,F,PA,Jennifer,3343
1990,F,MI,Ashley,2059
1990,F,MD,Brittany,902
1990,F,ME,Ashley,232
1967,M,MA,Michael,3069
2013,F,NV,Sophia,207
1983,F,ID,Jennifer,219
2013,F,NY,Sophia,1389
1967,M,MI,Michael,4077
1974,M,PA,Michael,4118
2013,F,NM,Sophia,145
1940,M,VA,James,1795
1983,F,IA,Jennifer,713
1976,F,VT,Jennifer,135
1967,M,ME,Michael,449
1981,M,CA,Michael,7149
1967,M,MD,Michael,1558
1981,M,CO,Michael,959
1976,F,WA,Jennifer,1064
2013,F,NE,Emma,127
2013,F,ND,Emma,92
1990,F,KY,Brittany,843
2013,F,NJ,Isabella,620
2013,F,NH,Emma,93
1974,M,OR,Jason,771
1983,F,IN,Ashley,1224
1976,F,WI,Jennifer,1642
1990,F,LA,Brittany,973
2013,F,NC,Emma,647
1974,M,OK,Michael,885
1981,M,CT,Michael,1087
1983,F,IL,Jennifer,2546
1940,M,UT,Richard,240
1967,M,LA,Michael,1340
1974,M,OH,Michael,3812
2013,F,MT,Emma,84
2013,F,MS,Ava,168
1967,M,KY,James,1410
1910,F,TN,Mary,735
2013,F,MN,Olivia,365
1981,M,DE,Michael,268
1910,F,TX,Mary,895
1981,M,DC,Michael,360
1990,F,KS,Ashley,450
2013,F,MO,Emma,423
1974,M,NY,Michael,5878
1976,F,UT,Jennifer,600
1974,M,NV,Michael,173
2013,F,ME,Sophia,81
2013,F,MD,Olivia,301
1940,M,TX,James,2971
1976,F,VA,Jennifer,1331
2013,F,MI,Emma,647
1940,M,TN,James,2408
1974,M,NM,Michael,371
1983,F,HI,Jennifer,219
1974,M,NJ,Michael,2463
1967,M,KS,Michael,703
2013,F,MA,Emma,486
1974,M,NH,Michael,267
1976,F,TN,Jennifer,1161
1974,M,ND,Jason,257
1974,M,NE,Jason,581
1974,M,NC,Michael,1749
1967,M,OK,Michael,848
1976,F,TX,Jennifer,3464
1967,M,OH,Michael,4557
1983,F,KY,Amanda,932
1981,M,AK,Michael,149
1974,M,MS,Michael,791
1981,M,AL,Christopher,976
1974,M,MT,Jason,267
1974,M,MO,Michael,1577
1967,M,NM,Michael,379
